# time Tc_folded Tref_folded value value_err offset model full_model val_compare val_compare_err residuals residuals_err jitter jitter_flag offset_flag subset_flag 
59334.700184 9.293783 0.000000 12.513036 0.102000 17.102946 -0.924542 11.756277 -0.167782 0.102000 0.756759 0.102000 1.206338  -1   2  -1 
59334.703954 9.297553 0.000038 12.338036 0.102000 17.102946 -0.924875 11.746928 -0.333767 0.102000 0.591108 0.102000 1.206338  -1   2  -1 
59334.711459 9.305058 0.000114 11.786036 0.102000 17.102946 -0.925537 11.727183 -0.866685 0.102000 0.058853 0.102000 1.206338  -1   2  -1 
59334.934601 9.528200 0.002364 12.027445 0.113000 17.191846 -0.945081 11.023573 0.058791 0.113000 1.003872 0.113000 1.206338  -1   3  -1 
59334.935678 9.529277 0.002375 9.957445 0.113000 17.191846 -0.945175 11.021135 -2.008865 0.113000 -1.063690 0.113000 1.206338  -1   3  -1 
59334.936754 9.530353 0.002386 9.409445 0.113000 17.191846 -0.945269 11.018728 -2.554551 0.113000 -1.609283 0.113000 1.206338  -1   3  -1 
59336.069824 10.663423 0.013814 9.820445 0.117000 17.191846 -1.039740 12.438920 -3.658216 0.117000 -2.618475 0.117000 1.206338  -1   3  -1 
59336.071983 10.665582 0.013836 12.385445 0.117000 17.191846 -1.039913 12.425177 -1.079645 0.117000 -0.039732 0.117000 1.206338  -1   3  -1 
59336.073065 10.666664 0.013847 11.459445 0.117000 17.191846 -1.039999 12.418284 -1.998838 0.117000 -0.958839 0.117000 1.206338  -1   3  -1 
59336.087932 10.681531 0.013997 12.299016 0.109000 15.507344 -1.041185 10.638888 0.618943 0.109000 1.660128 0.109000 1.206338  -1   0  -1 
59336.113567 10.707166 0.014255 11.451016 0.109000 15.507344 -1.043227 10.476751 -0.068962 0.109000 0.974265 0.109000 1.206338  -1   0  -1 
59336.116529 10.710128 0.014285 10.632016 0.109000 15.507344 -1.043462 10.458323 -0.869769 0.109000 0.173693 0.109000 1.206338  -1   0  -1 
59337.794690 12.388289 0.031211 11.758036 0.103000 17.102946 -1.167974 11.810234 -1.220172 0.103000 -0.052198 0.103000 1.206338  -1   2  -1 
59337.802213 12.395812 0.031287 11.947036 0.103000 17.102946 -1.168491 11.846547 -1.068002 0.103000 0.100489 0.103000 1.206338  -1   2  -1 
59337.805964 12.399563 0.031324 11.783036 0.103000 17.102946 -1.168749 11.864790 -1.250503 0.103000 -0.081754 0.103000 1.206338  -1   2  -1 
59338.101617 12.695216 0.034306 12.022016 0.109000 15.507344 -1.188793 11.790388 -0.957165 0.109000 0.231628 0.109000 1.206338  -1   0  -1 
59338.106766 12.700365 0.034358 11.620016 0.110000 15.507344 -1.189137 11.815300 -1.384421 0.110000 -0.195284 0.110000 1.206338  -1   0  -1 
59338.111894 12.705493 0.034410 11.480016 0.110000 15.507344 -1.189479 11.839949 -1.549412 0.110000 -0.359933 0.110000 1.206338  -1   0  -1 
59340.098120 14.691719 0.054443 7.644445 0.116000 17.191846 -1.309379 10.490492 -4.155426 0.116000 -2.846047 0.116000 1.206338  -1   3  -1 
59340.099194 14.692793 0.054454 10.253445 0.117000 17.191846 -1.309437 10.487947 -1.543939 0.117000 -0.234502 0.117000 1.206338  -1   3  -1 
59340.101354 14.694953 0.054475 9.977445 0.116000 17.191846 -1.309554 10.482948 -1.815056 0.116000 -0.505503 0.116000 1.206338  -1   3  -1 
59340.125153 14.718752 0.054716 10.201016 0.104000 15.507344 -1.310836 8.753774 0.136406 0.104000 1.447242 0.104000 1.206338  -1   0  -1 
59340.134329 14.727928 0.054808 10.066016 0.104000 15.507344 -1.311329 8.741540 0.013147 0.104000 1.324476 0.104000 1.206338  -1   0  -1 
59340.148161 14.741760 0.054948 9.340016 0.104000 15.507344 -1.312072 8.728174 -0.700229 0.104000 0.611842 0.104000 1.206338  -1   0  -1 
59341.954385 16.547984 0.073165 12.591445 0.119000 17.191846 -1.398558 12.267919 -1.075033 0.119000 0.323526 0.119000 1.206338  -1   3  -1 
59341.957620 16.551219 0.073198 11.846445 0.119000 17.191846 -1.398695 12.274870 -1.827120 0.119000 -0.428425 0.119000 1.206338  -1   3  -1 
59341.958695 16.552294 0.073208 11.125445 0.119000 17.191846 -1.398740 12.277164 -2.550459 0.119000 -1.151719 0.119000 1.206338  -1   3  -1 
59341.996746 16.590345 0.073592 9.912016 0.107000 15.507344 -1.400339 10.668182 -2.156505 0.107000 -0.756166 0.107000 1.206338  -1   0  -1 
59342.000684 16.594283 0.073632 11.168016 0.107000 15.507344 -1.400504 10.675284 -0.907772 0.107000 0.492732 0.107000 1.206338  -1   0  -1 
59343.674792 18.268391 0.090517 12.265036 0.104000 17.102946 -1.461877 11.594835 -0.791676 0.104000 0.670201 0.104000 1.206338  -1   2  -1 
59343.682301 18.275900 0.090592 11.495036 0.104000 17.102946 -1.462113 11.565271 -1.532348 0.104000 -0.070235 0.104000 1.206338  -1   2  -1 
59343.689815 18.283414 0.090668 11.638036 0.104000 17.102946 -1.462349 11.535360 -1.359674 0.104000 0.102676 0.104000 1.206338  -1   2  -1 
59344.038460 18.632059 0.094185 9.612016 0.106000 15.507344 -1.472932 9.552535 -1.413452 0.106000 0.059481 0.106000 1.206338  -1   0  -1 
59344.047124 18.640723 0.094272 9.678016 0.105000 15.507344 -1.473186 9.573400 -1.368570 0.105000 0.104616 0.105000 1.206338  -1   0  -1 
59344.054785 18.648384 0.094349 9.704016 0.105000 15.507344 -1.473410 9.592661 -1.362055 0.105000 0.111355 0.105000 1.206338  -1   0  -1 
59344.090520 18.684119 0.094710 10.762445 0.117000 17.191846 -1.474449 11.376142 -2.088146 0.117000 -0.613697 0.117000 1.206338  -1   3  -1 
59344.093753 18.687352 0.094742 10.331445 0.117000 17.191846 -1.474543 11.385774 -2.528873 0.117000 -1.054329 0.117000 1.206338  -1   3  -1 
59344.094826 18.688425 0.094753 12.097445 0.117000 17.191846 -1.474574 11.388994 -0.766123 0.117000 0.708451 0.117000 1.206338  -1   3  -1 
59345.052239 19.645838 0.104409 9.690016 0.106000 15.507344 -1.499553 10.080238 -1.889774 0.106000 -0.390222 0.106000 1.206338  -1   0  -1 
59345.054836 19.648435 0.104436 9.351016 0.106000 15.507344 -1.499613 10.065226 -2.213823 0.106000 -0.714210 0.106000 1.206338  -1   0  -1 
59345.062635 19.656234 0.104514 9.182016 0.105000 15.507344 -1.499794 10.021015 -2.338793 0.105000 -0.838999 0.105000 1.206338  -1   0  -1 
