# time Tc_folded Tref_folded model 
59290.205401 -35.201000 0.551232     1.005480
59290.237182 -35.169218 0.551552     1.008128
59290.268964 -35.137436 0.551873     1.010774
59290.300746 -35.105654 0.552193     1.013419
59290.332528 -35.073872 0.552514     1.016061
59290.364310 -35.042090 0.552834     1.018701
59290.396092 -35.010308 0.553155     1.021339
59290.427874 -34.978526 0.553475     1.023974
59290.459656 -34.946744 0.553796     1.026608
59290.491438 -34.914962 0.554117     1.029239
59290.523220 -34.883180 0.554437     1.031868
59290.555002 -34.851398 0.554758     1.034494
59290.586784 -34.819616 0.555078     1.037119
59290.618566 -34.787834 0.555399     1.039741
59290.650348 -34.756052 0.555719     1.042361
59290.682130 -34.724270 0.556040     1.044979
59290.713912 -34.692488 0.556360     1.047594
59290.745694 -34.660706 0.556681     1.050207
59290.777476 -34.628924 0.557001     1.052818
59290.809258 -34.597142 0.557322     1.055426
59290.841040 -34.565360 0.557643     1.058032
59290.872822 -34.533578 0.557963     1.060636
59290.904604 -34.501796 0.558284     1.063237
59290.936386 -34.470014 0.558604     1.065836
59290.968168 -34.438232 0.558925     1.068432
59290.999950 -34.406450 0.559245     1.071027
59291.031732 -34.374668 0.559566     1.073618
59291.063514 -34.342886 0.559886     1.076207
59291.095296 -34.311104 0.560207     1.078794
59291.127078 -34.279322 0.560527     1.081379
59291.158860 -34.247540 0.560848     1.083960
59291.190642 -34.215758 0.561169     1.086540
59291.222424 -34.183976 0.561489     1.089117
59291.254206 -34.152194 0.561810     1.091691
59291.285988 -34.120412 0.562130     1.094263
59291.317770 -34.088630 0.562451     1.096832
59291.349552 -34.056848 0.562771     1.099399
59291.381334 -34.025066 0.563092     1.101963
59291.413116 -33.993284 0.563412     1.104525
59291.444898 -33.961502 0.563733     1.107084
59291.476680 -33.929720 0.564054     1.109640
59291.508462 -33.897938 0.564374     1.112194
59291.540244 -33.866157 0.564695     1.114745
59291.572026 -33.834375 0.565015     1.117294
59291.603808 -33.802593 0.565336     1.119839
59291.635590 -33.770811 0.565656     1.122383
59291.667372 -33.739029 0.565977     1.124923
59291.699154 -33.707247 0.566297     1.127461
59291.730936 -33.675465 0.566618     1.129996
59291.762718 -33.643683 0.566938     1.132529
59291.794500 -33.611901 0.567259     1.135058
59291.826282 -33.580119 0.567580     1.137585
59291.858064 -33.548337 0.567900     1.140109
59291.889846 -33.516555 0.568221     1.142631
59291.921628 -33.484773 0.568541     1.145149
59291.953410 -33.452991 0.568862     1.147665
59291.985192 -33.421209 0.569182     1.150178
59292.016974 -33.389427 0.569503     1.152688
59292.048756 -33.357645 0.569823     1.155196
59292.080538 -33.325863 0.570144     1.157700
59292.112320 -33.294081 0.570465     1.160202
59292.144102 -33.262299 0.570785     1.162700
59292.175884 -33.230517 0.571106     1.165196
59292.207666 -33.198735 0.571426     1.167689
59292.239448 -33.166953 0.571747     1.170179
59292.271230 -33.135171 0.572067     1.172666
59292.303012 -33.103389 0.572388     1.175151
59292.334794 -33.071607 0.572708     1.177632
59292.366576 -33.039825 0.573029     1.180110
59292.398358 -33.008043 0.573349     1.182585
59292.430140 -32.976261 0.573670     1.185057
59292.461922 -32.944479 0.573991     1.187527
59292.493704 -32.912697 0.574311     1.189993
59292.525486 -32.880915 0.574632     1.192456
