# time Tc_folded Tref_folded model 
59290.205401 -0.048188 0.649237    -0.068674
59290.237182 -0.016406 0.660202    -0.121084
59290.268964 0.015376 0.671166    -0.174919
59290.300746 0.047158 0.682131    -0.230021
59290.332528 0.078940 0.693096    -0.286195
59290.364310 0.110722 0.704061    -0.343202
59290.396092 0.142504 0.715026    -0.400757
59290.427874 0.174286 0.725991    -0.458516
59290.459656 0.206068 0.736955    -0.516081
59290.491438 0.237850 0.747920    -0.572986
59290.523220 0.269632 0.758885    -0.628701
59290.555002 0.301414 0.769850    -0.682631
59290.586784 0.333196 0.780815    -0.734116
59290.618566 0.364978 0.791780    -0.782441
59290.650348 0.396760 0.802744    -0.826846
59290.682130 0.428542 0.813709    -0.866546
59290.713912 0.460324 0.824674    -0.900751
59290.745694 0.492106 0.835639    -0.928695
59290.777476 0.523888 0.846604    -0.949673
59290.809258 0.555670 0.857569    -0.963068
59290.841040 0.587452 0.868533    -0.968395
59290.872822 0.619234 0.879498    -0.965325
59290.904604 0.651016 0.890463    -0.953715
59290.936386 0.682798 0.901428    -0.933619
59290.968168 0.714580 0.912393    -0.905296
59290.999950 0.746362 0.923358    -0.869195
59291.031732 0.778144 0.934322    -0.825939
59291.063514 0.809926 0.945287    -0.776293
59291.095296 0.841708 0.956252    -0.721125
59291.127078 0.873490 0.967217    -0.661369
59291.158860 0.905272 0.978182    -0.597982
59291.190642 0.937054 0.989147    -0.531911
59291.222424 0.968836 0.000111    -0.464059
59291.254206 1.000618 0.011076    -0.395268
59291.285988 1.032400 0.022041    -0.326297
59291.317770 1.064182 0.033006    -0.257816
59291.349552 1.095964 0.043971    -0.190401
59291.381334 1.127746 0.054936    -0.124537
59291.413116 1.159528 0.065900    -0.060621
59291.444898 1.191310 0.076865     0.001032
59291.476680 1.223092 0.087830     0.060175
59291.508462 1.254874 0.098795     0.116628
59291.540244 1.286656 0.109760     0.170263
59291.572026 1.318438 0.120725     0.220999
59291.603808 1.350220 0.131689     0.268791
59291.635590 1.382002 0.142654     0.313625
59291.667372 1.413784 0.153619     0.355513
59291.699154 1.445566 0.164584     0.394485
59291.730936 -1.421191 0.175549     0.430585
