# time Tc_folded Tref_folded model model_err 
59325.801227 0.000000 0.000000    -0.209548     0.952276 
59325.833009 0.000000 0.000000    -0.269979     0.952737 
59325.864791 0.000000 0.000000    -0.332510     0.953202 
59325.896573 0.000000 0.000000    -0.397079     0.953669 
59325.928355 0.000000 0.000000    -0.463625     0.954137 
59325.960137 0.000000 0.000000    -0.532079     0.954605 
59325.991919 0.000000 0.000000    -0.602371     0.955072 
59326.023701 0.000000 0.000000    -0.674425     0.955538 
59326.055483 0.000000 0.000000    -0.748163     0.956001 
59326.087265 0.000000 0.000000    -0.823502     0.956461 
59326.119047 0.000000 0.000000    -0.900356     0.956917 
59326.150829 0.000000 0.000000    -0.978637     0.957368 
59326.182611 0.000000 0.000000    -1.058251     0.957813 
59326.214393 0.000000 0.000000    -1.139103     0.958252 
59326.246175 0.000000 0.000000    -1.221094     0.958683 
59326.277957 0.000000 0.000000    -1.304121     0.959106 
59326.309739 0.000000 0.000000    -1.388080     0.959519 
59326.341521 0.000000 0.000000    -1.472863     0.959923 
59326.373303 0.000000 0.000000    -1.558359     0.960317 
59326.405085 0.000000 0.000000    -1.644456     0.960699 
59326.436867 0.000000 0.000000    -1.731039     0.961069 
59326.468649 0.000000 0.000000    -1.817991     0.961427 
59326.500431 0.000000 0.000000    -1.905191     0.961772 
59326.532213 0.000000 0.000000    -1.992519     0.962103 
59326.563995 0.000000 0.000000    -2.079852     0.962420 
59326.595777 0.000000 0.000000    -2.167064     0.962722 
59326.627559 0.000000 0.000000    -2.254030     0.963008 
59326.659341 0.000000 0.000000    -2.340623     0.963279 
59326.691123 0.000000 0.000000    -2.426714     0.963534 
59326.722905 0.000000 0.000000    -2.512173     0.963772 
59326.754687 0.000000 0.000000    -2.596871     0.963993 
59326.786469 0.000000 0.000000    -2.680676     0.964196 
59326.818251 0.000000 0.000000    -2.763458     0.964382 
59326.850033 0.000000 0.000000    -2.845086     0.964549 
59326.881815 0.000000 0.000000    -2.925427     0.964699 
59326.913597 0.000000 0.000000    -3.004352     0.964829 
59326.945379 0.000000 0.000000    -3.081728     0.964941 
59326.977161 0.000000 0.000000    -3.157425     0.965034 
59327.008943 0.000000 0.000000    -3.231315     0.965107 
59327.040725 0.000000 0.000000    -3.303267     0.965161 
59327.072507 0.000000 0.000000    -3.373154     0.965196 
59327.104289 0.000000 0.000000    -3.440850     0.965211 
59327.136071 0.000000 0.000000    -3.506229     0.965206 
59327.167853 0.000000 0.000000    -3.569168     0.965181 
59327.199635 0.000000 0.000000    -3.629545     0.965137 
59327.231417 0.000000 0.000000    -3.687239     0.965072 
59327.263199 0.000000 0.000000    -3.742134     0.964988 
59327.294981 0.000000 0.000000    -3.794113     0.964884 
59327.326763 0.000000 0.000000    -3.843064     0.964760 
59327.358545 0.000000 0.000000    -3.888875     0.964616 
59327.390327 0.000000 0.000000    -3.931440     0.964453 
59327.422109 0.000000 0.000000    -3.970654     0.964270 
59327.453891 0.000000 0.000000    -4.006415     0.964068 
59327.485673 0.000000 0.000000    -4.038624     0.963847 
59327.517455 0.000000 0.000000    -4.067186     0.963606 
59327.549237 0.000000 0.000000    -4.092011     0.963346 
59327.581019 0.000000 0.000000    -4.113010     0.963068 
59327.612801 0.000000 0.000000    -4.130100     0.962772 
59327.644583 0.000000 0.000000    -4.143200     0.962457 
59327.676365 0.000000 0.000000    -4.152234     0.962124 
59327.708147 0.000000 0.000000    -4.157131     0.961774 
59327.739929 0.000000 0.000000    -4.157824     0.961407 
59327.771711 0.000000 0.000000    -4.154249     0.961023 
59327.803493 0.000000 0.000000    -4.146348     0.960623 
59327.835275 0.000000 0.000000    -4.134067     0.960207 
59327.867057 0.000000 0.000000    -4.117358     0.959775 
59327.898839 0.000000 0.000000    -4.096175     0.959328 
59327.930621 0.000000 0.000000    -4.070481     0.958867 
59327.962402 0.000000 0.000000    -4.040239     0.958393 
59327.994184 0.000000 0.000000    -4.005422     0.957905 
59328.025966 0.000000 0.000000    -3.966005     0.957405 
59328.057748 0.000000 0.000000    -3.921969     0.956893 
59328.089530 0.000000 0.000000    -3.873300     0.956370 
59328.121312 0.000000 0.000000    -3.819990     0.955837 
59328.153094 0.000000 0.000000    -3.762035     0.955295 
59328.184876 0.000000 0.000000    -3.699439     0.954745 
59328.216658 0.000000 0.000000    -3.632207     0.954187 
59328.248440 0.000000 0.000000    -3.560354     0.953622 
59328.280222 0.000000 0.000000    -3.483896     0.953052 
59328.312004 0.000000 0.000000    -3.402859     0.952478 
59328.343786 0.000000 0.000000    -3.317271     0.951901 
59328.375568 0.000000 0.000000    -3.227165     0.951322 
59328.407350 0.000000 0.000000    -3.132583     0.950742 
59328.439132 0.000000 0.000000    -3.033569     0.950163 
59328.470914 0.000000 0.000000    -2.930173     0.949586 
59328.502696 0.000000 0.000000    -2.822450     0.949012 
59328.534478 0.000000 0.000000    -2.710462     0.948442 
59328.566260 0.000000 0.000000    -2.594274     0.947879 
59328.598042 0.000000 0.000000    -2.473957     0.947324 
59328.629824 0.000000 0.000000    -2.349588     0.946778 
59328.661606 0.000000 0.000000    -2.221246     0.946243 
59328.693388 0.000000 0.000000    -2.089017     0.945721 
59328.725170 0.000000 0.000000    -1.952993     0.945213 
59328.756952 0.000000 0.000000    -1.813267     0.944720 
59328.788734 0.000000 0.000000    -1.669940     0.944245 
59328.820516 0.000000 0.000000    -1.523116     0.943790 
59328.852298 0.000000 0.000000    -1.372903     0.943355 
59328.884080 0.000000 0.000000    -1.219414     0.942943 
59328.915862 0.000000 0.000000    -1.062766     0.942555 
59328.947644 0.000000 0.000000    -0.903079     0.942193 
59328.979426 0.000000 0.000000    -0.740478     0.941859 
59329.011208 0.000000 0.000000    -0.575091     0.941554 
59329.042990 0.000000 0.000000    -0.407051     0.941280 
59329.074772 0.000000 0.000000    -0.236491     0.941039 
59329.106554 0.000000 0.000000    -0.063552     0.940831 
59329.138336 0.000000 0.000000     0.111627     0.940659 
59329.170118 0.000000 0.000000     0.288900     0.940524 
59329.201900 0.000000 0.000000     0.468119     0.940427 
59329.233682 0.000000 0.000000     0.649136     0.940369 
59329.265464 0.000000 0.000000     0.831799     0.940352 
59329.297246 0.000000 0.000000     1.015951     0.940376 
59329.329028 0.000000 0.000000     1.201438     0.940443 
59329.360810 0.000000 0.000000     1.388101     0.940553 
59329.392592 0.000000 0.000000     1.575779     0.940707 
59329.424374 0.000000 0.000000     1.764311     0.940905 
59329.456156 0.000000 0.000000     1.953535     0.941147 
59329.487938 0.000000 0.000000     2.143286     0.941435 
59329.519720 0.000000 0.000000     2.333399     0.941768 
59329.551502 0.000000 0.000000     2.523710     0.942146 
59329.583284 0.000000 0.000000     2.714050     0.942569 
59329.615066 0.000000 0.000000     2.904255     0.943036 
59329.646848 0.000000 0.000000     3.094158     0.943548 
59329.678630 0.000000 0.000000     3.283591     0.944102 
59329.710412 0.000000 0.000000     3.472389     0.944699 
59329.742194 0.000000 0.000000     3.660386     0.945337 
59329.773976 0.000000 0.000000     3.847416     0.946014 
59329.805758 0.000000 0.000000     4.033315     0.946731 
59329.837540 0.000000 0.000000     4.217920     0.947484 
59329.869322 0.000000 0.000000     4.401069     0.948273 
59329.901104 0.000000 0.000000     4.582600     0.949096 
59329.932886 0.000000 0.000000     4.762354     0.949949 
59329.964668 0.000000 0.000000     4.940175     0.950832 
59329.996450 0.000000 0.000000     5.115907     0.951742 
59330.028232 0.000000 0.000000     5.289397     0.952676 
59330.060014 0.000000 0.000000     5.460493     0.953631 
59330.091796 0.000000 0.000000     5.629048     0.954606 
59330.123578 0.000000 0.000000     5.794915     0.955596 
59330.155360 0.000000 0.000000     5.957952     0.956600 
59330.187142 0.000000 0.000000     6.118019     0.957614 
59330.218924 0.000000 0.000000     6.274979     0.958634 
59330.250706 0.000000 0.000000     6.428698     0.959658 
59330.282488 0.000000 0.000000     6.579048     0.960683 
59330.314270 0.000000 0.000000     6.725901     0.961704 
59330.346052 0.000000 0.000000     6.869135     0.962718 
59330.377834 0.000000 0.000000     7.008631     0.963723 
59330.409616 0.000000 0.000000     7.144276     0.964713 
59330.441398 0.000000 0.000000     7.275957     0.965686 
59330.473180 0.000000 0.000000     7.403570     0.966638 
