# time Tc_folded Tref_folded model 
59290.205401 -0.255940 0.956387     0.818026
59290.237182 -0.224158 0.981419     0.770111
59290.268964 -0.192376 0.006450     0.702574
59290.300746 -0.160594 0.031481     0.617192
59290.332528 -0.128812 0.056512     0.516236
59290.364310 -0.097030 0.081543     0.402394
59290.396092 -0.065248 0.106574     0.278683
59290.427874 -0.033466 0.131605     0.148361
59290.459656 -0.001684 0.156637     0.014816
59290.491438 0.030098 0.181668    -0.118528
59290.523220 0.061880 0.206699    -0.248310
59290.555002 0.093662 0.231730    -0.371320
59290.586784 0.125444 0.256761    -0.484579
59290.618566 0.157226 0.281792    -0.585406
59290.650348 0.189008 0.306823    -0.671469
59290.682130 0.220790 0.331855    -0.740831
59290.713912 0.252572 0.356886    -0.791976
59290.745694 0.284354 0.381917    -0.823830
59290.777476 0.316136 0.406948    -0.835769
59290.809258 0.347918 0.431979    -0.827618
59290.841040 0.379700 0.457010    -0.799648
59290.872822 0.411482 0.482042    -0.752560
59290.904604 0.443264 0.507073    -0.687468
59290.936386 0.475046 0.532104    -0.605877
59290.968168 0.506828 0.557135    -0.509656
59290.999950 0.538610 0.582166    -0.401000
59291.031732 0.570392 0.607197    -0.282400
59291.063514 0.602174 0.632228    -0.156593
59291.095296 0.633956 0.657260    -0.026517
59291.127078 -0.603960 0.682291     0.104748
59291.158860 -0.572178 0.707322     0.234044
59291.190642 -0.540396 0.732353     0.358200
59291.222424 -0.508614 0.757384     0.474110
59291.254206 -0.476832 0.782415     0.578814
59291.285988 -0.445050 0.807447     0.669577
59291.317770 -0.413268 0.832478     0.743973
59291.349552 -0.381486 0.857509     0.799958
59291.381334 -0.349704 0.882540     0.835951
59291.413116 -0.317922 0.907571     0.850882
59291.444898 -0.286140 0.932602     0.844246
59291.476680 -0.254358 0.957633     0.816126
59291.508462 -0.222576 0.982665     0.767200
59291.540244 -0.190794 0.007696     0.698728
59291.572026 -0.159012 0.032727     0.612514
59291.603808 -0.127230 0.057758     0.510850
59291.635590 -0.095448 0.082789     0.396442
59291.667372 -0.063666 0.107820     0.272324
59291.699154 -0.031884 0.132852     0.141761
59291.730936 -0.000102 0.157883     0.008145
59291.762718 0.031680 0.182914    -0.125101
59291.794500 0.063462 0.207945    -0.254620
59291.826282 0.095244 0.232976    -0.377213
59291.858064 0.127026 0.258007    -0.489914
59291.889846 0.158808 0.283038    -0.590057
59291.921628 0.190590 0.308070    -0.675331
59291.953410 0.222372 0.333101    -0.743818
59291.985192 0.254154 0.358132    -0.794025
59292.016974 0.285936 0.383163    -0.824899
59292.048756 0.317718 0.408194    -0.835838
59292.080538 0.349500 0.433225    -0.826690
59292.112320 0.381282 0.458256    -0.797748
59292.144102 0.413064 0.483288    -0.749734
59292.175884 0.444846 0.508319    -0.683782
59292.207666 0.476628 0.533350    -0.601417
59292.239448 0.508410 0.558381    -0.504521
59292.271230 0.540192 0.583412    -0.395309
59292.303012 0.571974 0.608443    -0.276284
59292.334794 0.603756 0.633475    -0.150194
59292.366576 -0.634160 0.658506    -0.019985
59292.398358 -0.602378 0.683537     0.111258
59292.430140 -0.570596 0.708568     0.240372
59292.461922 -0.538814 0.733599     0.364190
59292.493704 -0.507032 0.758630     0.479611
59292.525486 -0.475250 0.783661     0.583684
59292.557268 -0.443468 0.808693     0.673687
59292.589050 -0.411686 0.833724     0.747210
59292.620832 -0.379904 0.858755     0.802234
59292.652614 -0.348122 0.883786     0.837199
59292.684396 -0.316340 0.908817     0.851063
59292.716178 -0.284558 0.933848     0.843351
59292.747960 -0.252776 0.958880     0.814174
59292.779742 -0.220994 0.983911     0.764241
59292.811524 -0.189212 0.008942     0.694839
59292.843306 -0.157430 0.033973     0.607798
59292.875088 -0.125648 0.059004     0.505432
59292.906869 -0.093866 0.084035     0.390467
59292.938651 -0.062084 0.109066     0.265950
59292.970433 -0.030302 0.134098     0.135153
59293.002215 0.001480 0.159129     0.001474
59293.033997 0.033262 0.184160    -0.131664
59293.065779 0.065044 0.209191    -0.260912
59293.097561 0.096826 0.234222    -0.383080
59293.129343 0.128608 0.259253    -0.495216
59293.161125 0.160390 0.284284    -0.594671
59293.192907 0.192172 0.309316    -0.679152
59293.224689 0.223954 0.334347    -0.746761
59293.256471 0.255736 0.359378    -0.796026
59293.288253 0.287518 0.384409    -0.825918
59293.320035 0.319300 0.409440    -0.835857
59293.351817 0.351082 0.434471    -0.825714
59293.383599 0.382864 0.459503    -0.795802
59293.415381 0.414646 0.484534    -0.746864
59293.447163 0.446428 0.509565    -0.680056
59293.478945 0.478210 0.534596    -0.596920
59293.510727 0.509992 0.559627    -0.499356
59293.542509 0.541774 0.584658    -0.389594
59293.574291 0.573556 0.609689    -0.270150
59293.606073 0.605338 0.634721    -0.143784
59293.637855 -0.632577 0.659752    -0.013450
59293.669637 -0.600795 0.684783     0.117762
59293.701419 -0.569013 0.709814     0.246687
59293.733201 -0.537232 0.734845     0.370159
59293.764983 -0.505450 0.759876     0.485084
59293.796765 -0.473668 0.784908     0.588518
59293.828547 -0.441886 0.809939     0.677755
59293.860329 -0.410104 0.834970     0.750402
59293.892111 -0.378322 0.860001     0.804460
59293.923893 -0.346540 0.885032     0.838394
59293.955675 -0.314758 0.910063     0.851191
59293.987457 -0.282976 0.935094     0.842403
59294.019239 -0.251194 0.960126     0.812171
59294.051021 -0.219412 0.985157     0.761233
59294.082803 -0.187630 0.010188     0.690906
59294.114585 -0.155848 0.035219     0.603044
59294.146367 -0.124066 0.060250     0.499983
59294.178149 -0.092284 0.085281     0.384468
59294.209931 -0.060502 0.110313     0.259559
59294.241713 -0.028720 0.135344     0.128538
59294.273495 0.003062 0.160375    -0.005194
59294.305277 0.034844 0.185406    -0.138217
59294.337059 0.066626 0.210437    -0.267186
59294.368841 0.098408 0.235468    -0.388923
59294.400623 0.130190 0.260499    -0.500488
59294.432405 0.161972 0.285531    -0.599248
59294.464187 0.193754 0.310562    -0.682930
59294.495969 0.225536 0.335593    -0.749657
59294.527751 0.257318 0.360624    -0.797979
59294.559533 0.289100 0.385655    -0.826887
59294.591315 0.320882 0.410686    -0.835826
59294.623097 0.352664 0.435717    -0.824688
59294.654879 0.384446 0.460749    -0.793808
59294.686661 0.416228 0.485780    -0.743950
59294.718443 0.448010 0.510811    -0.676289
59294.750225 0.479792 0.535842    -0.592387
59294.782007 0.511574 0.560873    -0.494161
59294.813789 0.543356 0.585904    -0.383855
59294.845571 0.575138 0.610936    -0.264000
59294.877353 0.606920 0.635967    -0.137365
59294.909135 -0.630995 0.660998    -0.006913
59294.940917 -0.599213 0.686029     0.124260
59294.972699 -0.567431 0.711060     0.252989
59295.004481 -0.535649 0.736091     0.376108
59295.036263 -0.503867 0.761122     0.490528
59295.068045 -0.472085 0.786154     0.593318
