# time Tc_folded Tref_folded model 
59290.205401 9.240508 0.002495    -0.958083
59290.237182 9.272290 0.003207    -0.959255
59290.268964 9.304072 0.003920    -0.960408
59290.300746 9.335854 0.004632    -0.961544
59290.332528 9.367636 0.005345    -0.962661
59290.364310 9.399418 0.006057    -0.963760
59290.396092 9.431200 0.006770    -0.964841
59290.427874 9.462982 0.007482    -0.965904
59290.459656 9.494764 0.008195    -0.966948
59290.491438 9.526546 0.008907    -0.967974
59290.523220 9.558328 0.009620    -0.968982
59290.555002 9.590110 0.010332    -0.969971
59290.586784 9.621892 0.011045    -0.970942
59290.618566 9.653674 0.011757    -0.971895
59290.650348 9.685456 0.012470    -0.972829
59290.682130 9.717238 0.013182    -0.973746
59290.713912 9.749020 0.013895    -0.974643
59290.745694 9.780802 0.014607    -0.975523
59290.777476 9.812584 0.015320    -0.976384
59290.809258 9.844366 0.016032    -0.977227
59290.841040 9.876148 0.016745    -0.978052
59290.872822 9.907930 0.017457    -0.978858
59290.904604 9.939712 0.018170    -0.979647
59290.936386 9.971494 0.018883    -0.980416
59290.968168 10.003276 0.019595    -0.981168
59290.999950 10.035058 0.020308    -0.981901
59291.031732 10.066840 0.021020    -0.982616
59291.063514 10.098622 0.021733    -0.983313
59291.095296 10.130404 0.022445    -0.983991
59291.127078 10.162186 0.023158    -0.984651
59291.158860 10.193968 0.023870    -0.985293
59291.190642 10.225750 0.024583    -0.985916
59291.222424 10.257532 0.025295    -0.986522
59291.254206 10.289314 0.026008    -0.987109
59291.285988 10.321095 0.026720    -0.987677
59291.317770 10.352877 0.027433    -0.988228
59291.349552 10.384659 0.028145    -0.988760
59291.381334 10.416441 0.028858    -0.989274
59291.413116 10.448223 0.029570    -0.989769
59291.444898 10.480005 0.030283    -0.990247
59291.476680 10.511787 0.030995    -0.990706
59291.508462 10.543569 0.031708    -0.991147
59291.540244 10.575351 0.032420    -0.991569
59291.572026 10.607133 0.033133    -0.991974
59291.603808 10.638915 0.033845    -0.992360
59291.635590 10.670697 0.034558    -0.992728
59291.667372 10.702479 0.035270    -0.993078
59291.699154 10.734261 0.035983    -0.993409
59291.730936 10.766043 0.036695    -0.993722
59291.762718 10.797825 0.037408    -0.994018
59291.794500 10.829607 0.038120    -0.994295
59291.826282 10.861389 0.038833    -0.994553
59291.858064 10.893171 0.039545    -0.994794
59291.889846 10.924953 0.040258    -0.995017
59291.921628 10.956735 0.040970    -0.995221
59291.953410 10.988517 0.041683    -0.995407
59291.985192 11.020299 0.042395    -0.995575
59292.016974 11.052081 0.043108    -0.995725
59292.048756 11.083863 0.043820    -0.995857
59292.080538 11.115645 0.044533    -0.995970
59292.112320 11.147427 0.045245    -0.996066
59292.144102 11.179209 0.045958    -0.996144
59292.175884 11.210991 0.046670    -0.996203
59292.207666 11.242773 0.047383    -0.996244
59292.239448 11.274555 0.048095    -0.996268
59292.271230 11.306337 0.048808    -0.996273
59292.303012 11.338119 0.049520    -0.996260
59292.334794 11.369901 0.050233    -0.996229
59292.366576 11.401683 0.050945    -0.996180
59292.398358 11.433465 0.051658    -0.996114
59292.430140 11.465247 0.052370    -0.996029
