# time Tc_folded Tref_folded model 
59290.205401 -18.638482 0.210459     1.962218
59290.237182 -18.606700 0.211023     1.962704
59290.268964 -18.574918 0.211587     1.963170
59290.300746 -18.543136 0.212151     1.963616
59290.332528 -18.511354 0.212715     1.964043
59290.364310 -18.479572 0.213279     1.964450
59290.396092 -18.447790 0.213843     1.964838
59290.427874 -18.416008 0.214407     1.965206
59290.459656 -18.384226 0.214971     1.965555
59290.491438 -18.352444 0.215535     1.965885
59290.523220 -18.320662 0.216099     1.966196
59290.555002 -18.288880 0.216663     1.966487
59290.586784 -18.257098 0.217226     1.966759
59290.618566 -18.225316 0.217790     1.967012
59290.650348 -18.193534 0.218354     1.967245
59290.682130 -18.161752 0.218918     1.967460
59290.713912 -18.129970 0.219482     1.967655
59290.745694 -18.098188 0.220046     1.967832
59290.777476 -18.066406 0.220610     1.967989
59290.809258 -18.034624 0.221174     1.968127
59290.841040 -18.002842 0.221738     1.968247
59290.872822 -17.971060 0.222302     1.968347
59290.904604 -17.939278 0.222866     1.968429
59290.936386 -17.907496 0.223430     1.968492
59290.968168 -17.875714 0.223994     1.968535
59290.999950 -17.843932 0.224558     1.968560
59291.031732 -17.812150 0.225122     1.968567
59291.063514 -17.780368 0.225686     1.968554
59291.095296 -17.748586 0.226250     1.968523
59291.127078 -17.716804 0.226814     1.968473
59291.158860 -17.685023 0.227378     1.968405
59291.190642 -17.653241 0.227942     1.968318
59291.222424 -17.621459 0.228506     1.968212
59291.254206 -17.589677 0.229070     1.968088
59291.285988 -17.557895 0.229634     1.967945
59291.317770 -17.526113 0.230197     1.967784
59291.349552 -17.494331 0.230761     1.967604
59291.381334 -17.462549 0.231325     1.967406
59291.413116 -17.430767 0.231889     1.967190
59291.444898 -17.398985 0.232453     1.966955
59291.476680 -17.367203 0.233017     1.966702
59291.508462 -17.335421 0.233581     1.966430
59291.540244 -17.303639 0.234145     1.966141
59291.572026 -17.271857 0.234709     1.965833
59291.603808 -17.240075 0.235273     1.965507
59291.635590 -17.208293 0.235837     1.965163
59291.667372 -17.176511 0.236401     1.964800
59291.699154 -17.144729 0.236965     1.964420
59291.730936 -17.112947 0.237529     1.964021
59291.762718 -17.081165 0.238093     1.963605
59291.794500 -17.049383 0.238657     1.963170
59291.826282 -17.017601 0.239221     1.962717
59291.858064 -16.985819 0.239785     1.962247
59291.889846 -16.954037 0.240349     1.961758
59291.921628 -16.922255 0.240913     1.961252
59291.953410 -16.890473 0.241477     1.960728
59291.985192 -16.858691 0.242041     1.960186
59292.016974 -16.826909 0.242605     1.959626
59292.048756 -16.795127 0.243169     1.959048
59292.080538 -16.763345 0.243732     1.958453
59292.112320 -16.731563 0.244296     1.957840
59292.144102 -16.699781 0.244860     1.957210
59292.175884 -16.667999 0.245424     1.956561
59292.207666 -16.636217 0.245988     1.955895
59292.239448 -16.604435 0.246552     1.955212
59292.271230 -16.572653 0.247116     1.954511
