# time Tc_folded Tref_folded model 
59290.205401 -0.171758 0.991853     0.654323
59290.237182 -0.139977 0.016859     0.554707
59290.268964 -0.108195 0.041865     0.441362
59290.300746 -0.076413 0.066871     0.316855
59290.332528 -0.044631 0.091877     0.184049
59290.364310 -0.012849 0.116883     0.046060
59290.396092 0.018933 0.141888    -0.093809
59290.427874 0.050715 0.166894    -0.232136
59290.459656 0.082497 0.191900    -0.365462
59290.491438 0.114279 0.216906    -0.490381
59290.523220 0.146061 0.241912    -0.603630
59290.555002 0.177843 0.266917    -0.702191
59290.586784 0.209625 0.291923    -0.783388
59290.618566 0.241407 0.316929    -0.844976
59290.650348 0.273189 0.341935    -0.885223
59290.682130 0.304971 0.366941    -0.902974
59290.713912 0.336753 0.391947    -0.897700
59290.745694 0.368535 0.416952    -0.869515
59290.777476 0.400317 0.441958    -0.819184
59290.809258 0.432099 0.466964    -0.748087
59290.841040 0.463881 0.491970    -0.658177
59290.872822 0.495663 0.516976    -0.551907
59290.904604 0.527445 0.541981    -0.432147
59290.936386 0.559227 0.566987    -0.302085
59290.968168 0.591009 0.591993    -0.165128
59290.999950 0.622791 0.616999    -0.024792
59291.031732 -0.616410 0.642005     0.115389
59291.063514 -0.584629 0.667011     0.251964
59291.095296 -0.552847 0.692016     0.381644
59291.127078 -0.521065 0.717022     0.501374
59291.158860 -0.489283 0.742028     0.608398
59291.190642 -0.457501 0.767034     0.700301
59291.222424 -0.425719 0.792040     0.775054
59291.254206 -0.393937 0.817045     0.831036
59291.285988 -0.362155 0.842051     0.867059
59291.317770 -0.330373 0.867057     0.882374
59291.349552 -0.298591 0.892063     0.876684
59291.381334 -0.266809 0.917069     0.850138
59291.413116 -0.235027 0.942075     0.803330
59291.444898 -0.203245 0.967080     0.737290
59291.476680 -0.171463 0.992086     0.653466
59291.508462 -0.139681 0.017092     0.553711
59291.540244 -0.107899 0.042098     0.440251
59291.572026 -0.076117 0.067104     0.315652
59291.603808 -0.044335 0.092109     0.182784
59291.635590 -0.012553 0.117115     0.044762
59291.667372 0.019229 0.142121    -0.095109
59291.699154 0.051011 0.167127    -0.233405
59291.730936 0.082793 0.192133    -0.366669
59291.762718 0.114575 0.217139    -0.491494
59291.794500 0.146357 0.242144    -0.604619
59291.826282 0.178139 0.267150    -0.703031
59291.858064 0.209921 0.292156    -0.784055
59291.889846 0.241703 0.317162    -0.845451
59291.921628 0.273485 0.342168    -0.885493
59291.953410 0.305267 0.367173    -0.903032
59291.985192 0.337049 0.392179    -0.897542
59292.016974 0.368831 0.417185    -0.869147
59292.048756 0.400613 0.442191    -0.818615
59292.080538 0.432395 0.467197    -0.747333
59292.112320 0.464177 0.492203    -0.657259
59292.144102 0.495959 0.517208    -0.550850
59292.175884 0.527741 0.542214    -0.430979
59292.207666 0.559523 0.567220    -0.300837
59292.239448 0.591305 0.592226    -0.163831
59292.271230 0.623087 0.617232    -0.023481
59292.303012 -0.616115 0.642237     0.116683
59292.334794 -0.584333 0.667243     0.253208
