# time Tc_folded Tref_folded value value_err offset model full_model val_compare val_compare_err residuals residuals_err jitter jitter_flag offset_flag subset_flag 
59334.700184 0.000000 0.000000 0.105003 0.003000 0.104265 0.000389 0.104654 0.000738 0.003000 0.000349 0.003000 0.000182  -1   2  -1 
59334.703954 0.000000 0.000000 0.106405 0.003000 0.104265 0.000390 0.104654 0.002140 0.003000 0.001751 0.003000 0.000182  -1   2  -1 
59334.711459 0.000000 0.000000 0.104969 0.003000 0.104265 0.000391 0.104655 0.000704 0.003000 0.000314 0.003000 0.000182  -1   2  -1 
59334.934601 0.000000 0.000000 0.099621 0.003000 0.099017 0.000424 0.099440 0.000604 0.003000 0.000181 0.003000 0.000182  -1   3  -1 
59334.935678 0.000000 0.000000 0.099963 0.003000 0.099017 0.000424 0.099441 0.000946 0.003000 0.000522 0.003000 0.000182  -1   3  -1 
59334.936754 0.000000 0.000000 0.099421 0.003000 0.099017 0.000424 0.099441 0.000404 0.003000 -0.000020 0.003000 0.000182  -1   3  -1 
59336.069824 0.000000 0.000000 0.099318 0.003000 0.099017 0.000521 0.099538 0.000301 0.003000 -0.000220 0.003000 0.000182  -1   3  -1 
59336.071983 0.000000 0.000000 0.099356 0.003000 0.099017 0.000521 0.099538 0.000339 0.003000 -0.000182 0.003000 0.000182  -1   3  -1 
59336.073065 0.000000 0.000000 0.099444 0.003000 0.099017 0.000521 0.099538 0.000427 0.003000 -0.000094 0.003000 0.000182  -1   3  -1 
59336.087932 0.000000 0.000000 0.097437 0.003000 0.099966 0.000521 0.100488 -0.002529 0.003000 -0.003051 0.003000 0.000182  -1   0  -1 
59336.113567 0.000000 0.000000 0.101744 0.003000 0.099966 0.000522 0.100488 0.001778 0.003000 0.001256 0.003000 0.000182  -1   0  -1 
59336.116529 0.000000 0.000000 0.105090 0.003000 0.099966 0.000522 0.100488 0.005124 0.003000 0.004602 0.003000 0.000182  -1   0  -1 
59337.794690 0.000000 0.000000 0.105287 0.003000 0.104265 0.000298 0.104563 0.001022 0.003000 0.000724 0.003000 0.000182  -1   2  -1 
