2455480.529186	-26.909975	0.485677	1	0
2455480.532970	-26.058843	0.440084	1	0
2455480.536778	-26.244486	0.465046	1	0
2455482.554786	-25.645222	0.353905	1	0
2455484.542056	-27.186795	0.514319	1	0
2455484.545828	-26.136740	0.532707	1	0
2455484.549671	-24.017564	0.508347	1	0
2455485.527184	-25.766756	0.432034	1	0
2455485.532971	-27.967751	0.445706	1	0
2455487.543214	-26.158314	0.404437	1	0
2455487.548897	-23.138260	0.401767	1	0
2455493.544252	-25.229085	0.396600	1	0
2455493.550478	-23.168274	0.405220	1	0
2455495.535877	-22.710575	0.401246	1	0
2455495.541664	-25.642209	0.425418	1	0
2455498.517820	-24.342041	0.663846	1	0
2455498.523445	-24.738223	0.600098	1	0
2455500.544007	-24.476855	0.341836	1	0
2455500.549389	-24.813524	0.372174	1	0
2455501.547102	-24.783974	0.302659	1	0
2455501.552738	-26.031797	0.289222	1	0
2455505.514789	-24.965633	0.344263	1	0
2455505.520425	-25.963370	0.340728	1	0
2455507.517142	-27.398443	0.264981	1	0
2455507.522824	-26.516546	0.270208	1	0
2455509.518050	-26.509772	0.380261	1	0
2455509.523524	-26.058801	0.354765	1	0
2455511.516449	-28.045351	0.398498	1	0
2455511.521935	-25.840348	0.396662	1	0
2455513.504562	-26.063860	0.418335	1	0
2455513.510244	-26.656020	0.441085	1	0
2455514.505835	-28.058961	0.335906	1	0
2455514.511356	-26.642215	0.341716	1	0
2455519.503938	-24.641989	0.516685	1	0
2455519.508811	-25.135445	0.498073	1	0
2455523.508036	-23.856297	0.414917	1	0
2455523.513036	-22.994255	0.432885	1	0
2455524.521481	-24.709671	0.333974	1	0
2455524.526446	-24.308004	0.339194	1	0
2455653.900831	-25.612029	0.372304	1	0
2455653.906410	-24.161106	0.368097	1	0
2455654.900357	-24.436787	0.407058	1	0
2455654.905936	-24.084025	0.365708	1	0
2455657.909222	-24.104658	0.302855	1	0
2455657.914813	-23.667872	0.315866	1	0
2455659.907949	-23.898066	0.384743	1	0
2455659.913540	-23.238369	0.401510	1	0
2455660.901884	-24.754074	0.251174	1	0
2455662.902485	-24.200224	0.474458	1	0
2455662.908180	-24.067169	0.454621	1	0
2455663.839263	-26.097182	0.868606	1	0
2455672.897729	-25.596039	0.326960	1	0
2455672.902775	-25.939332	0.300639	1	0
2455675.905453	-25.957415	0.211350	1	0
2455679.879903	-24.345286	0.252289	1	0
2455679.885123	-25.711920	0.256851	1	0
2455712.893679	-25.516104	0.280177	1	0
2455715.864679	-22.931541	0.681733	1	0
2455715.867376	-28.616863	0.709421	1	0
2455715.869992	-25.093281	0.718389	1	0
2455715.872747	-24.781614	0.742414	1	0
2455727.859452	-23.690321	0.528199	1	0
2455727.863145	-25.870346	0.516663	1	0
2455727.866953	-25.899190	0.559742	1	0
2455735.809170	-25.001888	0.263016	1	0
2455754.777241	-23.310355	0.545675	1	0
2455755.755721	-27.691015	0.384396	1	0
2455769.736300	-23.807786	0.338766	1	0
2455769.742075	-25.737885	0.385157	1	0
2455776.628483	-24.967384	0.356174	1	0
2455782.624998	-26.013016	0.380536	1	0
2455784.737667	-26.498015	0.272683	1	0
2455801.526698	-24.288917	0.636570	1	0
2455801.531628	-26.351823	0.588581	1	0
2455804.632333	-26.712023	0.560283	1	0
2455804.637669	-26.500980	0.516075	1	0
2455807.626267	-25.803456	0.482855	1	0
2455807.631162	-27.246843	0.443292	1	0
2455810.581550	-26.536934	0.377097	1	0
2455810.586723	-26.643570	0.398696	1	0
2455816.587002	-27.268074	0.479893	1	0
2455816.590578	-24.693999	0.444942	1	0
2455816.594154	-25.997669	0.438232	1	0
2455834.622073	-25.259445	0.288686	1	0
2455834.627593	-25.841078	0.288262	1	0
2455836.585712	-26.404099	0.340261	1	0
2455836.591440	-25.180084	0.339568	1	0
2455839.585007	-23.458640	0.455066	1	0
2455839.590794	-25.200869	0.459884	1	0
2455842.549547	-22.047028	0.533150	1	0
2455842.555033	-25.918735	0.436601	1	0
2455845.575633	-25.259730	0.533869	1	0
2455845.581258	-25.817378	0.461200	1	0
2455870.498785	-26.611150	0.365314	1	0
2455870.504422	-27.219360	0.359240	1	0
2455874.532217	-26.523893	0.513797	1	0
2455874.537437	-24.043101	0.695338	1	0
2455878.549549	-26.332169	0.680478	1	0
2455878.554965	-27.171511	0.660711	1	0
2456020.892743	-26.398556	0.400252	1	0
2456020.898160	-24.498061	0.390725	1	0
2456022.889397	-25.350339	0.497344	1	0
2456022.894884	-26.468069	0.556527	1	0
