2455480.529186	6736.979894	0.485677	1	0
2455480.532970	6736.094407	0.440084	1	0
2455480.536778	6734.204715	0.465046	1	0
2455482.554786	6741.458054	0.353905	1	0
2455484.542056	6740.946449	0.514319	1	0
2455484.545828	6742.814201	0.532707	1	0
2455484.549671	6740.893501	0.508347	1	0
2455485.527184	6742.415408	0.432034	1	0
2455485.532971	6742.960770	0.445706	1	0
2455487.543214	6741.874138	0.404437	1	0
2455487.548897	6742.782044	0.401767	1	0
2455493.544252	6743.144504	0.396600	1	0
2455493.550478	6741.566527	0.405220	1	0
2455495.535877	6741.987547	0.401246	1	0
2455495.541664	6742.530962	0.425418	1	0
2455498.517820	6743.241742	0.663846	1	0
2455498.523445	6742.436859	0.600098	1	0
2455500.544007	6740.389314	0.341836	1	0
2455500.549389	6739.327197	0.372174	1	0
2455501.547102	6738.201800	0.302659	1	0
2455501.552738	6736.954145	0.289222	1	0
2455505.514789	6740.070490	0.344263	1	0
2455505.520425	6740.042201	0.340728	1	0
2455507.517142	6737.783175	0.264981	1	0
2455507.522824	6736.008881	0.270208	1	0
2455509.518050	6739.147553	0.380261	1	0
2455509.523524	6739.453965	0.354765	1	0
2455511.516449	6736.700627	0.398498	1	0
2455511.521935	6737.359679	0.396662	1	0
2455513.504562	6739.969627	0.418335	1	0
2455513.510244	6739.379536	0.441085	1	0
2455514.505835	6740.416095	0.335906	1	0
2455514.511356	6741.219400	0.341716	1	0
2455519.503938	6751.476274	0.516685	1	0
2455519.508811	6750.581276	0.498073	1	0
2455523.508036	6747.670446	0.414917	1	0
2455523.513036	6746.377680	0.432885	1	0
2455524.521481	6745.252557	0.333974	1	0
2455524.526446	6747.418629	0.339194	1	0
2455653.900831	6744.853956	0.372304	1	0
2455653.906410	6744.437562	0.368097	1	0
2455654.900357	6743.527057	0.407058	1	0
2455654.905936	6743.668193	0.365708	1	0
2455657.909222	6743.719643	0.302855	1	0
2455657.914813	6741.956807	0.315866	1	0
2455659.907949	6742.173855	0.384743	1	0
