2455480.529186	-2.486596	0.971355	1	1
2455480.532970	-1.635464	0.880169	1	1
2455480.536778	-1.821107	0.930093	1	1
2455482.554786	-1.221843	0.707811	1	1
2455484.542056	-2.763416	1.028638	1	1
2455484.545828	-1.713361	1.065413	1	1
2455484.549671	0.405815	1.016694	1	1
2455485.527184	-1.343377	0.864068	1	1
2455485.532971	-3.544372	0.891412	1	1
2455487.543214	-1.734935	0.808873	1	1
2455487.548897	1.285119	0.803534	1	1
2455493.544252	-0.805706	0.793201	1	1
2455493.550478	1.255105	0.810440	1	1
2455495.535877	1.712804	0.802492	1	1
2455495.541664	-1.218830	0.850836	1	1
2455498.517820	0.081338	1.327692	1	1
2455498.523445	-0.314844	1.200196	1	1
2455500.544007	-0.053476	0.683673	1	1
2455500.549389	-0.390145	0.744348	1	1
2455501.547102	-0.360595	0.605317	1	1
2455501.552738	-1.608418	0.578445	1	1
2455505.514789	-0.542254	0.688526	1	1
2455505.520425	-1.539991	0.681455	1	1
2455507.517142	-2.975064	0.529962	1	1
2455507.522824	-2.093167	0.540417	1	1
2455509.518050	-2.086393	0.760523	1	1
2455509.523524	-1.635422	0.709529	1	1
2455511.516449	-3.621972	0.796997	1	1
2455511.521935	-1.416969	0.793324	1	1
2455513.504562	-1.640481	0.836669	1	1
2455513.510244	-2.232641	0.882170	1	1
2455514.505835	-3.635582	0.671812	1	1
2455514.511356	-2.218836	0.683432	1	1
2455519.503938	-0.218610	1.033370	1	1
2455519.508811	-0.712066	0.996146	1	1
2455523.508036	0.567082	0.829835	1	1
2455523.513036	1.429124	0.865769	1	1
2455524.521481	-0.286292	0.667948	1	1
2455524.526446	0.115375	0.678388	1	1
2455653.900831	-1.188650	0.744608	1	1
2455653.906410	0.262273	0.736194	1	1
2455654.900357	-0.013408	0.814117	1	1
2455654.905936	0.339354	0.731415	1	1
2455657.909222	0.318721	0.605709	1	1
2455657.914813	0.755507	0.631733	1	1
2455659.907949	0.525313	0.769486	1	1
2455659.913540	1.185010	0.803020	1	1
